AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Cat,Blue/White,Intact Female,Stray,Normal,7,30,2.079441541679836,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Intact Male,Stray,Normal,11,365,2.4849066497880004,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,Black,Intact Male,Stray,Normal,18,365,2.9444389791664403,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,59,365,4.0943445622221,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,Tan,Intact Female,Stray,Normal,7,60,2.079441541679836,Cachorro (<6m),purebred,Labrador Retriever,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,42,28,3.7612001156935615,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/Tan,Neutered Male,Stray,Normal,216,730,5.37989735354046,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Dog,Brown Brindle,Neutered Male,Stray,Sick,70,365,4.262679877041316,Joven (6m-1a),purebred,Other,Bicolor
Dog,Yellow,Intact Male,Stray,Normal,52,2920,3.970291913552122,Senior (>7a),mix,Labrador Retriever Mix,Monocolor
Dog,Brown/Red Merle,Intact Male,Stray,Normal,46,730,3.8501476017100575,Adulto joven (1-3a),mix,Australian Cattle Dog Mix,Bicolor
Dog,Brown,Intact Female,Owner Surrender,Normal,8,60,2.19722457733622,Cachorro (<6m),purebred,German Shepherd,Monocolor
Dog,Brown/White,Intact Female,Stray,Nursing,118,365,4.77912349311153,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Blue,Intact Female,Stray,Normal,16,30,2.833213344056216,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Owner Surrender,Normal,76,120,4.343805421853684,Cachorro (<6m),purebred,Domestic Shorthair,Tricolor
Dog,White,Intact Female,Stray,Normal,75,2555,4.330733340286331,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,8,730,2.19722457733622,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,21,30,3.091042453358316,Cachorro (<6m),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,10,30,2.3978952727983707,Cachorro (<6m),purebred,Other,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,41,14,3.737669618283368,Cachorro (<6m),purebred,Other,Bicolor
Dog,Gray/White,Neutered Male,Stray,Normal,3,1460,1.3862943611198906,Adulto (3-7a),mix,Miniature Poodle Mix,Bicolor
Dog,Red/White,Neutered Male,Stray,Normal,314,730,5.752572638825633,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown,Intact Male,Stray,Normal,4,2190,1.6094379124341005,Adulto (3-7a),mix,Dachshund Mix,Monocolor
Dog,Tan/Black,Intact Male,Stray,Normal,80,365,4.394449154672439,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Cat,White,Intact Female,Stray,Normal,18,730,2.9444389791664403,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red/White,Neutered Male,Owner Surrender,Normal,8,1095,2.19722457733622,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,12,365,2.5649493574615367,Joven (6m-1a),mix,Staffordshire Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Normal,85,3,4.454347296253507,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,53,60,3.9889840465642745,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/Tan,Spayed Female,Owner Surrender,Normal,12,4015,2.5649493574615367,Senior (>7a),mix,Other,Monocolor
Dog,Brown/White,Intact Female,Owner Surrender,Normal,16,730,2.833213344056216,Adulto joven (1-3a),purebred,Other,Monocolor
Cat,Black/White,Intact Female,Stray,Nursing,10,30,2.3978952727983707,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Tan,Intact Female,Stray,Normal,5,300,1.791759469228055,Joven (6m-1a),purebred,Other,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,6,30,1.9459101490553128,Cachorro (<6m),purebred,Other,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,White,Intact Male,Stray,Normal,5,120,1.791759469228055,Cachorro (<6m),purebred,Other,Bicolor
Dog,Blue/White,Neutered Male,Stray,Normal,92,1095,4.532599493153256,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Blue/White,Neutered Male,Stray,Normal,16,1095,2.833213344056216,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Cat,Black,Neutered Male,Owner Surrender,Normal,29,1460,3.4011973816621555,Adulto (3-7a),purebred,Domestic Shorthair,Monocolor
Cat,Blue/White,Intact Female,Stray,Normal,54,28,4.007333185232471,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Sable,Intact Male,Owner Surrender,Normal,148,730,5.003946305945459,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,White/White,Neutered Male,Owner Surrender,Normal,59,2920,4.0943445622221,Senior (>7a),purebred,Other,Bicolor
Cat,White/White,Neutered Male,Owner Surrender,Normal,221,2920,5.402677381872279,Senior (>7a),purebred,Other,Monocolor
Dog,White/Gray,Intact Male,Stray,Normal,69,365,4.248495242049359,Joven (6m-1a),purebred,Other,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,110,365,4.709530201312334,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Intact Male,Owner Surrender,Normal,3,30,1.3862943611198906,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Blue,Intact Female,Public Assist,Normal,280,730,5.638354669333745,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Cat,Orange Tabby/White,Intact Male,Stray,Normal,65,30,4.189654742026425,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Yellow,Spayed Female,Owner Surrender,Normal,108,210,4.691347882229144,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Dog,Brown/Black,Spayed Female,Stray,Normal,304,210,5.720311776607412,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Brown/Black,Spayed Female,Stray,Normal,3,210,1.3862943611198906,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Brown Merle,Intact Male,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),mix,Dachshund Mix,Bicolor
Dog,Blue/White,Neutered Male,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Other,Monocolor
Dog,Brown/Black,Spayed Female,Stray,Normal,4,2555,1.6094379124341005,Adulto (3-7a),mix,Other,Bicolor
Dog,Tan/Black,Intact Female,Public Assist,Normal,185,1460,5.225746673713202,Adulto (3-7a),purebred,German Shepherd,Bicolor
Dog,Tan/White,Neutered Male,Stray,Normal,16,365,2.833213344056216,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Tan/White,Neutered Male,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Brown Merle,Intact Male,Stray,Normal,9,365,2.302585092994046,Joven (6m-1a),mix,Australian Shepherd Mix,Monocolor
Dog,Black/Tan,Neutered Male,Owner Surrender,Normal,3,730,1.3862943611198906,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Nursing,80,28,4.394449154672439,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Red,Intact Female,Owner Surrender,Normal,10,2190,2.3978952727983707,Adulto (3-7a),purebred,Other,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,33,210,3.5263605246161616,Joven (6m-1a),purebred,Domestic Shorthair Mix,Tricolor
Dog,Brown,Spayed Female,Owner Surrender,Normal,67,365,4.219507705176107,Joven (6m-1a),mix,Other,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,5,120,1.791759469228055,Cachorro (<6m),mix,Other,Bicolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,106,365,4.672828834461906,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Black,Intact Male,Stray,Injured,27,90,3.332204510175204,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Fawn/White,Neutered Male,Stray,Normal,133,730,4.897839799950911,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,Tan,Spayed Female,Owner Surrender,Normal,2,730,1.0986122886681098,Adulto joven (1-3a),mix,Beagle Mix,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,72,21,4.290459441148391,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Dog,Brown/White,Spayed Female,Stray,Normal,11,365,2.4849066497880004,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Tan,Intact Male,Stray,Normal,15,365,2.772588722239781,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/Tan,Neutered Male,Stray,Normal,3,2555,1.3862943611198906,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Cat,Orange Tabby,Intact Male,Owner Surrender,Normal,74,30,4.31748811353631,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,53,150,3.9889840465642745,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,5,60,1.791759469228055,Cachorro (<6m),mix,Other,Bicolor
Dog,Tan/Black,Neutered Male,Owner Surrender,Normal,182,120,5.209486152841421,Cachorro (<6m),purebred,German Shepherd,Monocolor
Dog,Brown Brindle,Intact Male,Stray,Normal,40,21,3.713572066704308,Cachorro (<6m),mix,Other,Monocolor
Dog,Brown/Black,Intact Male,Stray,Normal,13,1095,2.6390573296152584,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Dog,Chocolate,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Dog,Sable/White,Intact Female,Stray,Normal,6,30,1.9459101490553128,Cachorro (<6m),purebred,German Shepherd,Monocolor
Dog,Red Tick/Brown Merle,Intact Female,Public Assist,Sick,3,30,1.3862943611198906,Cachorro (<6m),mix,Australian Cattle Dog Mix,Bicolor
Dog,Tan,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/Brown,Intact Female,Stray,Normal,5,1825,1.791759469228055,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,26,1825,3.295836866004329,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Blue/White,Intact Male,Stray,Normal,15,730,2.772588722239781,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Black,Intact Male,Stray,Normal,23,60,3.1780538303479458,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown Brindle,Spayed Female,Owner Surrender,Normal,8,730,2.19722457733622,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Tan/White,Spayed Female,Owner Surrender,Normal,33,210,3.5263605246161616,Joven (6m-1a),purebred,Other,Bicolor
Dog,Tan,Intact Female,Stray,Nursing,54,1095,4.007333185232471,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,60,30,4.110873864173311,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Cat,Black,Intact Female,Stray,Injured,80,28,4.394449154672439,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby/White,Intact Female,Stray,Normal,199,365,5.298317366548036,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black,Spayed Female,Owner Surrender,Normal,270,3650,5.602118820879701,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,116,35,4.762173934797756,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Neutered Male,Stray,Normal,8,90,2.19722457733622,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Black/White,Neutered Male,Stray,Normal,6,90,1.9459101490553128,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Tan/White,Intact Male,Stray,Normal,179,150,5.19295685089021,Cachorro (<6m),mix,German Shepherd Mix,Monocolor
Dog,Tan/White,Intact Male,Stray,Normal,9,150,2.302585092994046,Cachorro (<6m),mix,German Shepherd Mix,Monocolor
Dog,Cream/Black,Spayed Female,Public Assist,Normal,30,730,3.4339872044851463,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Brown/White,Spayed Female,Owner Surrender,Normal,2,1460,1.0986122886681098,Adulto (3-7a),mix,Labrador Retriever Mix,Bicolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,11,1825,2.4849066497880004,Adulto (3-7a),purebred,Domestic Shorthair,Bicolor
Dog,White/Red,Intact Male,Stray,Normal,1,365,0.6931471805599453,Joven (6m-1a),mix,Beagle Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,63,14,4.158883083359672,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Spayed Female,Stray,Normal,5,270,1.791759469228055,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby/White,Intact Male,Stray,Normal,6,180,1.9459101490553128,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Buff,Intact Female,Stray,Normal,8,3285,2.19722457733622,Senior (>7a),mix,Other,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,26,210,3.295836866004329,Joven (6m-1a),purebred,Domestic Shorthair,Monocolor
Cat,Gray Tabby,Intact Female,Owner Surrender,Normal,11,365,2.4849066497880004,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,291,730,5.676753802268282,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Cat,Calico,Intact Female,Public Assist,Normal,21,330,3.091042453358316,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Monocolor
Dog,White/Tan,Intact Male,Stray,Nursing,82,0,4.418840607796598,Cachorro (<6m),mix,Staffordshire Mix,Monocolor
Dog,Tan/White,Intact Male,Stray,Injured,16,730,2.833213344056216,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,44,365,3.80666248977032,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Black/White,Intact Male,Owner Surrender,Normal,6,210,1.9459101490553128,Joven (6m-1a),purebred,Other,Bicolor
Cat,Lynx Point,Intact Male,Stray,Normal,11,30,2.4849066497880004,Cachorro (<6m),mix,Siamese Mix,Bicolor
Cat,White/Black,Intact Male,Stray,Normal,14,30,2.70805020110221,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black/White,Spayed Female,Stray,Normal,8,1825,2.19722457733622,Adulto (3-7a),purebred,Domestic Medium Hair Mix,Monocolor
Cat,Cream Tabby/White,Spayed Female,Stray,Normal,101,1460,4.624972813284271,Adulto (3-7a),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Tricolor/Black,Neutered Male,Owner Surrender,Normal,1,1825,0.6931471805599453,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Red Merle/White,Neutered Male,Owner Surrender,Normal,13,330,2.6390573296152584,Joven (6m-1a),mix,Australian Cattle Dog Mix,Monocolor
Dog,Black/Brown,Intact Female,Public Assist,Normal,13,730,2.6390573296152584,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White/Brown,Spayed Female,Owner Surrender,Normal,24,3650,3.218875824868201,Senior (>7a),mix,Other,Monocolor
Cat,Blue Tabby/White,Intact Male,Owner Surrender,Normal,2,30,1.0986122886681098,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red Tick,Intact Male,Stray,Normal,9,365,2.302585092994046,Joven (6m-1a),mix,Australian Cattle Dog Mix,Bicolor
Dog,Red Tick,Intact Male,Stray,Normal,17,365,2.8903717578961645,Joven (6m-1a),mix,Australian Cattle Dog Mix,Monocolor
Cat,Brown Tabby,Spayed Female,Owner Surrender,Normal,3,330,1.3862943611198906,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Red,Intact Male,Stray,Normal,4,2190,1.6094379124341005,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Torbie/White,Intact Female,Stray,Normal,58,21,4.07753744390572,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Intact Female,Owner Surrender,Normal,131,2555,4.882801922586371,Adulto (3-7a),purebred,Other,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,8,60,2.19722457733622,Cachorro (<6m),purebred,Domestic Shorthair,Tricolor
Cat,Cream Tabby,Intact Male,Stray,Normal,10,60,2.3978952727983707,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Dog,Cream,Intact Male,Stray,Normal,7,2190,2.079441541679836,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black/Tricolor,Intact Female,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),purebred,German Shepherd,Bicolor
Cat,Tortie,Spayed Female,Stray,Normal,19,1460,2.995732273553991,Adulto (3-7a),mix,Siamese Mix,Tricolor
Cat,Tortie,Spayed Female,Stray,Normal,17,1460,2.8903717578961645,Adulto (3-7a),mix,Siamese Mix,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Nursing,57,730,4.060443010546419,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Female,Stray,Normal,72,365,4.290459441148391,Joven (6m-1a),mix,Pointer Mix,Monocolor
Cat,Cream Tabby/White,Intact Female,Stray,Normal,8,210,2.19722457733622,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,72,90,4.290459441148391,Cachorro (<6m),mix,German Shepherd Mix,Tricolor
Cat,Brown Tabby,Intact Female,Stray,Normal,94,0,4.553876891600541,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Dog,White/Brown,Spayed Female,Stray,Normal,3,1460,1.3862943611198906,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,73,730,4.30406509320417,Adulto joven (1-3a),mix,Catahoula Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,127,730,4.852030263919617,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,92,730,4.532599493153256,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,White/Brown,Intact Male,Stray,Normal,197,730,5.288267030694535,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black,Intact Male,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,White/Tan,Intact Male,Stray,Normal,82,2920,4.418840607796598,Senior (>7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Tan,Intact Male,Stray,Normal,55,730,4.02535169073515,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Dog,Tan,Intact Male,Stray,Normal,22,730,3.1354942159291497,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Cat,Brown Tabby/White,Intact Female,Owner Surrender,Normal,12,365,2.5649493574615367,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Cream Tabby/White,Intact Male,Owner Surrender,Normal,27,90,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby/White,Spayed Female,Public Assist,Normal,26,1460,3.295836866004329,Adulto (3-7a),purebred,Domestic Shorthair Mix,Tricolor
Dog,Brown Brindle/White,Intact Female,Owner Surrender,Normal,53,3,3.9889840465642745,Cachorro (<6m),mix,Catahoula Mix,Bicolor
Dog,Buff,Intact Female,Stray,Normal,4,2920,1.6094379124341005,Senior (>7a),purebred,Other,Monocolor
Dog,Sable,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Cat,Black/Black,Intact Female,Stray,Normal,14,90,2.70805020110221,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Spayed Female,Public Assist,Normal,3,730,1.3862943611198906,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Orange Tabby/White,Intact Male,Stray,Normal,34,21,3.555348061489413,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown,Intact Male,Stray,Normal,52,1460,3.970291913552122,Adulto (3-7a),mix,Labrador Retriever Mix,Bicolor
Dog,White/Gray,Intact Male,Stray,Normal,58,730,4.07753744390572,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Blue/White,Intact Male,Owner Surrender,Normal,23,1095,3.1780538303479458,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/White,Intact Male,Stray,Normal,85,730,4.454347296253507,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,28,730,3.367295829986474,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,25,730,3.258096538021482,Adulto joven (1-3a),mix,Border Collie Mix,Bicolor
Dog,White/Tan,Intact Male,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,White/Tan,Intact Female,Public Assist,Normal,10,1095,2.3978952727983707,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black,Intact Female,Stray,Normal,13,30,2.6390573296152584,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,White,Intact Female,Public Assist,Normal,33,1825,3.5263605246161616,Adulto (3-7a),mix,Other,Monocolor
Dog,Black/White,Intact Male,Stray,Normal,140,730,4.948759890378168,Adulto joven (1-3a),mix,Australian Cattle Dog Mix,Monocolor
Dog,White/Brown Brindle,Intact Female,Owner Surrender,Normal,6,120,1.9459101490553128,Cachorro (<6m),purebred,Other,Bicolor
Cat,Black/Black,Intact Male,Stray,Sick,47,21,3.871201010907891,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Cat,Blue,Intact Female,Stray,Normal,49,28,3.912023005428146,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Lynx Point,Neutered Male,Owner Surrender,Normal,9,1825,2.302585092994046,Adulto (3-7a),mix,Siamese Mix,Monocolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,24,730,3.218875824868201,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Blue Tick/Brown,Spayed Female,Owner Surrender,Normal,29,3285,3.4011973816621555,Senior (>7a),mix,Australian Cattle Dog Mix,Bicolor
Cat,Blue Tabby,Intact Female,Owner Surrender,Normal,3,730,1.3862943611198906,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Cream Tabby/White,Intact Male,Stray,Normal,66,30,4.204692619390966,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Tan/Gray,Intact Male,Stray,Aged,19,5475,2.995732273553991,Senior (>7a),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,103,365,4.6443908991413725,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,38,365,3.6635616461296463,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,106,365,4.672828834461906,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Sable,Neutered Male,Stray,Normal,12,2190,2.5649493574615367,Adulto (3-7a),purebred,German Shepherd,Bicolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),mix,Australian Cattle Dog Mix,Bicolor
Cat,Black,Neutered Male,Stray,Normal,71,30,4.276666119016055,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Orange Tabby,Neutered Male,Owner Surrender,Normal,8,730,2.19722457733622,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Gray,Intact Male,Stray,Normal,11,1095,2.4849066497880004,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White,Intact Male,Stray,Normal,4,1095,1.6094379124341005,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Blue Tabby,Intact Female,Stray,Normal,77,30,4.356708826689592,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Blue/White,Intact Female,Stray,Injured,8,60,2.19722457733622,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Cat,Cream Tabby,Intact Male,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Blue Merle,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Catahoula Mix,Bicolor
Dog,Red/White,Intact Female,Owner Surrender,Normal,3,300,1.3862943611198906,Joven (6m-1a),mix,Catahoula Mix,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Sick,61,30,4.127134385045092,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Blue/White,Intact Male,Stray,Normal,17,730,2.8903717578961645,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,Black/Brown,Neutered Male,Owner Surrender,Normal,10,730,2.3978952727983707,Adulto joven (1-3a),mix,Other,Bicolor
Dog,White,Spayed Female,Owner Surrender,Normal,25,365,3.258096538021482,Joven (6m-1a),mix,Pit Bull Mix,Tricolor
Dog,White/Tan,Spayed Female,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Beagle Mix,Tricolor
Dog,Brown,Intact Female,Stray,Normal,346,1095,5.849324779946859,Adulto joven (1-3a),mix,Catahoula Mix,Tricolor
Dog,White/Black,Intact Male,Stray,Normal,3,180,1.3862943611198906,Cachorro (<6m),mix,Other,Monocolor
Dog,Blue,Neutered Male,Stray,Normal,9,365,2.302585092994046,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,33,210,3.5263605246161616,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/Black,Intact Female,Stray,Normal,3,120,1.3862943611198906,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Dog,Red/White,Intact Male,Stray,Normal,31,730,3.4657359027997265,Adulto joven (1-3a),mix,Other,Bicolor
Cat,White/Black Tabby,Intact Female,Stray,Normal,4,90,1.6094379124341005,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Other,Monocolor
